Date,Station,Depth,Dilution,Fmax1,Fmax2,Fmax3,Fmax4,BIX,HIX,T/B,A/C,M/C
2019-06-13,50,0.1,1,0.496957538,0.548101975,0.101123097,0.226326634,0.624577397,3.430744615,1.097460038,2.130888411,0.854696168
2019-06-13,50,5,1,0.399235445,0.527620241,0.024554476,0.05316049,0.627947217,9.35611772,0.750664764,1.833680175,0.762029591
2019-06-13,50,9,1,0.386503504,0.463097803,0.136698439,0.13291203,0.671432572,4.801836667,1.403905122,1.924484896,0.817713703
2019-06-17,50,0.1,2,0.45698206,0.515101111,0.070774675,0.210084307,0.633905315,3.77892313,1.083314744,2.172806692,0.899134172
2019-06-17,50,5,1,0.203131466,0.289367122,0.118259126,0.070332771,0.677911584,3.843361632,1.124207406,1.973346681,0.859326978
2019-06-17,50,9,1,0.203049185,0.288226469,0.117408331,0.070097102,0.676352431,3.848783873,1.124207406,1.967688687,0.857938805
2019-06-17,100,0.1,1,0.34623686,0.31172642,0.09372322,0.106268145,0.639584257,4.687339566,1.353122844,1.927216727,0.778933287
2019-06-17,200,0.1,2,0.862756532,0.682849238,0.23699738,0.156239987,0.545747674,5.753420322,1.255772488,1.934734381,0.686058547
2019-06-20,50,5,1,0.521954707,0.488888373,0.337152038,0.238680734,0.702701312,2.859358399,0.986549528,2.094259408,0.862416906
2019-06-20,50,9,2,0.461438424,0.798908559,0.11528604,0.465029024,0.693538122,1.89090877,0.723307165,2.276913135,1.583684091
2019-06-24,50,0.1,2,0.460537063,0.517612248,0.073421452,0.211818522,0.633905315,3.763189658,1.078337365,2.181924708,0.902604395
2019-06-24,50,5,2,0.413167619,0.665906178,0.165657913,0.53243265,0.732583028,1.781989991,1.103482766,2.092804339,0.995490196
2019-06-24,50,9,2,0.408673389,0.581440464,0.239635052,0.140673207,0.678692508,3.842473526,1.126798972,1.974358325,0.858709758
2019-06-27,50,0.1,1.5,0.44108322850000004,0.5265295295,0.060850069500000006,0.284266923,0.6518597195,2.8700840110000003,1.0246549085,2.2171561420000003,0.9596516695
2019-06-27,50,5,1.5,0.484078013,0.662151792,0.08993949749999999,0.352269938,0.6718024085000001,2.897033855,0.9356653319999999,2.0750407735,0.9628252575
2019-06-27,50,9,1.5,0.4431586515,0.6382579075,0.133779189,0.46322265399999996,0.71343703,1.8108631654999998,0.750476511,2.141267997,1.08035967
2019-06-27,100,0.1,1,0.389192562,0.300573086,0.157830048,0.08429716,0.612380737,5.295106467,1.288835314,1.946198163,0.736033098
2019-06-27,200,0.1,1,0.860470127,0.811276069,0.004032982,0.431492238,0.544460577,3.057663145,0.749065682,1.980872142,0.774511873
2019-07-01,50,5,1,0.435677504,0.522237633,0.187211403,0.219374548,0.689372856,3.63812192,0.366405628,1.929715335,0.842580153
2019-07-01,50,9,1,0.532398283,0.641947885,0.428422807,0.313963005,0.694208491,2.667634647,0.4842723,2.076571014,0.905869115
2019-07-03,50,0.1,2,0.42491209,0.580705948,0.126460715,0.189967626,0.643694886,3.455935861,0.577456643,2.15780962,0.921132081
2019-07-03,50,5,2,0.4260130025,0.6017282375,0.1230886315,0.2136650495,0.664596716,3.4954613255,0.7824060589999999,2.0193499315,0.9046243045
2019-07-03,50,9,1,0.407933773,0.548140721,0.303772192,0.085396684,0.676096882,5.13927492,1.149297814,1.960220298,0.830461284
2019-07-08,50,0.1,2,0.534986668,0.589818297,0.098991827,0.38944859,0.637000443,2.685047227,0.351422732,2.206088481,0.930527925
2019-07-08,50,5,1,0.49592099,0.555500844,0.260149942,0.302602134,0.689272884,3.091058335,0.444848074,1.977670077,0.843878153
2019-07-08,50,9,1,0.44666925,0.551979766,0.507630492,0.286341844,0.720351014,2.7521575,0.406566306,2.078974821,0.916676516
2019-07-08,100,0.1,2,0.466755952,0.352454943,0.064295026,0.213192012,0.58132561,3.509467552,1.398749233,1.949286843,0.779397824
2019-07-08,200,0.1,2,0.860319278,0.725603298,0.145837234,0.134184689,0.522886143,6.54244655,1.277742606,1.94238315,0.698224546
2019-07-15,50,0.1,2,0.489844735,0.655663879,0.124629195,0.303575198,0.625283239,2.591135573,0.776441291,2.24632413,0.937193108
2019-07-15,50,5,2,0.4746498855,0.625657243,0.23997174100000002,0.25563293750000005,0.6870426620000001,3.1054333940000003,0.839401434,2.005410646,0.888494627
2019-07-15,50,9,1,0.392047428,0.545699816,0.233851772,0.107764239,0.703841921,5.359799907,1.160040375,1.9489867,0.84370015
2019-07-18,50,0.1,1,0.561178623,0.70964911,0.286224172,0.387115967,0.658281112,2.548631327,1.018824261,2.273532563,1.002904336
2019-07-18,100,0.1,1,0.490857799,0.384455361,0.038495214,0.097301975,0.534469153,7.202109908,1.592801783,1.858289595,0.735721507
2019-07-18,200,0.1,1,1.130275022,0.846619415,0.670135103,0.162041497,0.559010836,6.42378796,1.125937137,2.074773348,0.720504008
2019-07-22,50,0.1,2,0.568522833,0.862569827,0.134387891,0.613722317,0.67317259,2.002640671,0.991321626,2.382953559,1.448760285
2019-07-22,50,5,1,0.469648314,0.592215671,0.321212409,0.241189944,0.707175277,3.321345659,1.156606993,1.948776381,0.910152047
2019-07-22,50,9,2,0.66158668,0.750528921,0.845874358,0.305217279,0.681761283,2.569845394,1.168530612,2.134019785,0.969102992
2019-07-22,100,0.1,2,0.582387149,0.367232604,0.136698302,0.119775059,0.527681085,7.337928181,1.692443298,1.930008809,0.656512073
2019-07-22,200,0.1,2,1.18789405,1.014954474,0.467890822,0.189084552,0.551256821,5.661228508,1.158179127,1.962025395,0.706078423
2019-07-29,50,5,2,0.555819597,0.57121347,0.447707783,0.406826817,0.690563737,2.835930913,0.306996855,2.015240367,0.92009733
2019-07-29,50,9,1,1.42773283,1.535162033,2.947399712,0.663052311,0.677720056,2.112082933,0.323007541,2.347231105,0.975708649
2019-07-29,100,0.1,1,0.595306107,0.19768209,0.655721256,0.087708084,0.570857374,4.396735694,0.227142482,1.963918813,0.72902699
2019-07-29,200,0.1,1,0.950318416,0.674005943,0.633859714,0.191237198,0.556032262,4.892279831,0.335214706,1.981622172,0.700644793
2019-08-05,50,0.1,2,0.606241093,0.658445144,0.236400954,0.459417097,0.642019356,2.38160588,0.361374625,2.255236658,0.991177807
2019-08-05,50,5,2,0.368620593,0.449011083,0.402504408,0.274975091,0.768164142,2.600626683,0.416914037,1.975050683,0.905476435
2019-08-05,100,0.1,1,0.55326073,0.394609007,0.089236831,0.126307215,0.525080594,6.716995831,1.394214286,1.837724621,0.649386583
2019-08-05,200,0.1,1,NA,NA,NA,NA,0.551826809,5.466885073,0.336847239,1.953059894,0.70048156
2019-08-12,50,0.1,1,0.606152526,0.759931928,0.216008806,0.39544888500000003,0.631475786,2.944549401,1.200787485,2.185504726,0.926069918
2019-08-12,50,5,1,0.386995766,0.494636685,0.270276233,0.166320142,0.732449026,4.059717954,1.828612059,1.864406594,0.862966506
2019-08-12,50,9,1,0.34006575,0.522692721,0.246968613,0.179734217,0.720086199,3.508660375,1.476274727,1.908695561,0.899391533
2019-08-14,50,0.1,2,0.612371875,0.720275823,0.312128899,0.411286423,0.656964493,2.654736849,0.928012674,2.404123691,1.027344615
2019-08-14,50,5,2,0.477024197,0.630486752,0.435950973,0.301583405,0.724125451,2.465925445,0.811726372,2.042636489,1.139171308
2019-08-14,50,9,2,0.4121784245,0.645819296,0.33596358800000004,0.233053339,0.72019001,3.0239595789999996,0.7830201625,1.997184194,1.3817864645000002
2019-08-19,50,0.1,1,0.683432766,0.817870728,0.373320956,0.576290376,0.652346664,2.068232157,1.046307915,2.432031787,1.01849009
2019-08-19,50,5,1,0.464186284,0.532091139,0.389124261,0.132412343,0.7442317,3.426009152,1.198958899,1.926445495,0.911279566
2019-08-19,50,9,1,0.358250731,0.557423478,0.317457073,0.17070383,0.733272597,3.41759995,1.131252609,1.947709403,0.906683451
2019-08-19,100,0.1,1,0.562065726,0.385147957,0.292151349,0.093741665,0.555092886,5.406647824,1.24275396,1.967603809,0.740851718
2019-08-19,200,0.1,1,1.070144501,0.865702389,0.45608312,0.134536152,0.541721135,7.445639728,1.594367389,1.891000826,0.68602032
2019-08-22,50,0.1,1.5,0.6264217304999999,0.7510988705,0.1966698765,0.522857076,0.6287393935000001,2.3231457205,1.0352713,2.355959205,0.998147702
2019-08-22,50,5,1.5,0.5438632775000001,0.601221207,0.7413502949999999,0.2530175215,0.733193184,2.6071161795,1.249893218,2.071890516,0.9031944599999999
2019-08-22,50,9,1.5,0.507514185,0.6277465289999999,0.6474970915,0.24164546,0.7080149769999999,3.0220868025,1.1591135929999998,2.0315971619999997,0.8790222795
2019-08-22,100,0.1,1,0.579037516,0.357400508,0.214727813,0.131327974,0.544269224,6.046316611,1.035000166,1.927175257,0.68884604
2019-08-22,200,0.1,1,1.095235698,0.855245453,0.569221039,0.154826773,0.550652463,6.871207494,1.80986618,1.948547095,0.69381526
2019-08-28,50,0.1,2,0.703246941,0.834323089,0.255934874,0.588213963,0.649624501,2.168159665,1.031594267,2.262131632,0.95223743
2019-08-28,50,5,2,0.500505061,0.62856084,0.504350141,0.300186947,0.754618387,2.795820235,1.177644612,2.032060207,0.960105114
2019-08-28,50,9,2,0.610244005,0.926655984,0.249153243,0.29907925,0.634136266,3.151479719,0.765744615,1.924530949,0.859043845
2019-09-02,50,0.1,2,0.722524011,0.783668338,0.279947772,0.824930554,0.669084711,1.730495917,0.498155389,2.268739232,1.023608046
2019-09-02,50,5,2,0.520470959,0.657608143,0.204939085,0.415451165,0.709443363,2.162842746,0.298010013,1.956545339,1.018709662
2019-09-02,100,0.1,1,0.523955183,0.298501581,0.284668665,0.138630706,0.538985156,5.149790875,1.098307801,1.937585734,0.683632376
2019-09-02,200,0.1,1,0.899844922,0.822675304,0.241792883,0.390427624,0.595377399,3.665599606,0.437100877,1.958498558,0.841713386
2019-09-11,50,0.1,2,0.563041747,0.81601907,0.050492556,0.401135507,0.692880956,2.849276476,1.121481131,2.154187783,1.007621704
2019-09-11,50,5,2,0.380011381,0.494864133,0.494083976,0.299482355,0.728018727,2.337183182,1.23288229,1.979628163,0.922254875
2019-09-11,50,9,1,0.298866166,0.493741218,0.111700807,0.200511673,0.768525607,3.321462368,1.215338736,1.828609168,0.914638677
2019-09-20,50,0.1,2,0.712047082,0.8505164700000001,0.3849892925,0.7449838934999999,0.7378940285,1.989504321,0.8138321035,2.318657956,1.058269185
2019-09-20,50,9,2,0.31937739649999997,0.4492071555,0.1739538085,0.214587052,0.8013367985,2.892322375,0.594486116,1.8284304455,0.925419888
2019-09-20,100,0.1,1,0.496999651,0.478661644,0.38746458,0.142750364,0.564168296,3.889673021,1.253081643,2.263668961,0.788900424
2019-09-27,50,0.1,2,0.6355274449999999,0.936295612,0.253959883,0.7254723384999999,0.7414621594999999,1.673088125,1.236237546,2.356192853,1.248320424
2019-09-27,50,5,2,0.577756409,0.6080313245,1.1650857465,0.376173526,0.7175892065,2.0012132525,0.9080628315,2.218355634,1.022802577
2019-09-27,50,9,1.5,0.403684192,0.477232887,0.46907139649999996,0.2680501075,0.82297559,2.2528742345,0.737204865,1.992944929,0.9852462215
2019-10-04,50,0.1,1,0.686398916,0.67939738,0.650431497,0.863541712,0.73925309,1.474223989,1.079081021,2.406714155,1.065046723
2019-10-04,50,5,1.5,0.6118290165,0.6270616305,0.9952976739999999,0.40077946200000003,0.7117450350000001,2.2253491045,0.992613059,2.1030668525,0.9316223800000001
2019-10-04,50,9,1,0.2839722445,0.4625447695,0.0881684735,0.1946620255,0.798568165,3.2309487395,1.2954346375,1.7880080165,0.9073930785
2019-10-04,100,0.1,1,0.661752935,0.390707773,0.257499119,0.458645206,0.55417955,2.43370306,1.169065047,2.022677144,0.731811407
2019-10-04,200,0.1,1,1.191542205,1.144101164,0.89706952,0.167285261,0.580581118,6.157339103,1.33273264,2.056217649,0.740715483
2019-10-16,50,0.1,1,0.540655697,0.727793859,0.491742774,0.643527465,0.748784895,1.633085629,1.119446059,2.182179917,1.054172945
2019-10-16,50,5,1,0.65520649,0.854814768,0.612531412,0.682049863,0.761964973,1.731476541,0.919944789,2.339370483,1.117283335
2019-10-16,50,9,1,0.275203656,0.429716618,0.465738223,0.281010958,0.841556147,2.211058266,1.256196245,1.999191828,1.030607793
2019-10-23,50,0.1,1,0.580562119,0.794682647,0.258452936,0.533059483,0.731002595,2.07181327,0.948069554,2.107231163,1.125201348
2019-10-23,50,5,1,0.58803221,0.70892914,0.285993728,0.443885687,0.730241231,2.4985532,1.057599059,2.028808903,0.984974783
2019-10-23,50,9,1,0.353478102,0.517681163,0.330857191,0.2790373,0.795712881,2.422637892,1.163554271,1.881813783,0.924798356
2019-10-30,50,0.1,1,0.646331962,0.555743479,1.240320121,0.935756871,0.751032053,1.491250702,0.917162413,2.198193263,1.093379175
2019-10-30,50,5,1,0.493424306,0.738797749,0.638401209,0.376545178,0.761111427,2.306305405,0.999052311,2.045578486,1.00596109
2019-10-30,50,9,1,0.383275479,0.66337244,0.262068312,0.266519185,0.857586521,2.677560523,0.998509512,1.928864435,1.042835846
2019-11-08,50,0.1,2,0.583457875,0.763879217,0.296487839,0.507767762,0.726362185,2.291813654,1.008723207,1.929739339,0.946778655
2019-11-08,50,5,2,0.613662616,0.776349167,0.282923195,0.493784732,0.731865267,2.191741739,1.042579754,2.057231368,0.952832917
2019-11-08,50,9,2,0.614547504,0.792907906,0.387924717,0.488419553,0.733655143,2.505924043,1.005589778,2.033504652,0.944812422
2019-11-08,100,0.1,1,0.460175052,0.351663605,0.242595999,0.086528659,0.522086091,5.407493951,1.275016394,1.850048192,0.658610855
2019-11-20,50,0.1,1,0.573100653,0.757159417,0.284740823,0.424976157,0.727919128,2.58010442,1.098568286,2.033119463,0.943094611
2019-11-20,50,5,1,0.592369463,0.778665952,0.459617658,0.368354548,0.721141115,2.576127633,1.065603413,2.093201633,0.941133722
2019-11-20,50,9,1,0.623829545,0.735053047,0.376022525,0.463728554,0.728894548,2.425318086,1.054811817,2.054790088,0.949689231
2020-03-30,50,0.1,1,0.517789373,0.528936658,0.205570281,0.214038137,0.640096189,3.363274404,1.166610065,1.970710189,0.832805267
2020-03-30,100,0.1,1,0.611844526,0.302827016,0.434638026,0.147302623,0.557453465,3.425185748,1.139807848,1.980576484,0.667037327
2020-03-30,200,0.1,1,0.895403826,0.737364447,0.533895739,0.088302023,0.545549404,5.905185032,1.402264357,1.978107577,0.70492732
