Date,Station,Depth,ch4_umolL,co2_umolL
2019-10-30T05:00:00Z,50,5,0.042194662,346.6312872
2019-10-30T05:00:00Z,50,9,0.0421067245,544.10820995
2019-10-30T05:00:00Z,100,0.1,0.016265920500000003,81.41493137
2019-11-08T05:00:00Z,50,0.1,0.154387875,71.43014171499999
2019-11-08T05:00:00Z,50,5,0.1300135645,63.285883375
2019-11-08T05:00:00Z,50,9,0.1443215745,84.37932008
2019-11-08T05:00:00Z,100,0.1,0.0133743165,31.52842846
2019-11-20T05:00:00Z,50,0.1,0.1581666175,23.32492737
2019-11-20T05:00:00Z,50,5,0.1749472335,21.215244745
2019-11-20T05:00:00Z,50,9,0.187962039,33.340731725
2019-11-20T05:00:00Z,100,0.1,0.016340927,30.369537195
